parcel_id,zona_provincia,tipo_olivar,riego,superficie_ha,variedad,estado_fenologico,tipo_suelo,drenaje,pendiente_%,distancia_rio_m,altitud_m,rain_72h_mm,rain_7d_mm,temp_media_7d,humedad_suelo_%,profundidad_suelo_cm,materia_organica_%,rendimiento_esperado_kg_ha,precio_mercado_eur_kg,coste_variable_ha,duracion_encharcamiento_dias,pct_perdida
OLV_42_0308,Córdoba,Tradicional,Secano,33.59,Hojiblanca,Reposo,Arcilloso,Malo,12.8,1055.3,206.0,58.9,219.1,14.1,42.6,128,2.48,5056,0.77,1441,1.23,0.0
OLV_42_0309,Jaén,Tradicional,Secano,20.35,Picual,Engorde,Franco,Malo,8.7,1211.8,497.0,71.3,190.1,18.3,61.1,92,1.27,5465,0.82,1538,1.4,0.0
OLV_42_0310,Córdoba,Intensivo,Secano,18.13,Hojiblanca,Brotacion,Arenoso,Bueno,9.6,563.7,265.0,167.0,276.3,15.7,35.8,61,2.67,6534,0.75,1353,1.68,0.0
OLV_42_0311,Córdoba,Tradicional,Secano,24.2,Hojiblanca,Cuajado,Limoso,Moderado,7.1,1730.6,326.0,55.4,80.5,21.8,35.4,123,2.13,4888,0.83,1407,0.42,0.0
OLV_42_0312,Córdoba,Tradicional,Secano,23.23,Picual,Floracion,Franco-arcilloso,Bueno,2.0,2231.1,289.0,302.0,380.0,18.4,60.8,62,2.45,5157,0.78,1129,2.4,0.2225
OLV_42_0313,Málaga,Intensivo,Secano,28.03,Hojiblanca,Engorde,Limoso,Malo,2.5,214.2,521.0,75.5,241.7,13.2,60.5,101,1.94,6628,0.79,1291,3.72,0.0
OLV_42_0314,Cadiz,Intensivo,Riego,5.64,Manzanilla,Brotacion,Franco,Moderado,7.3,349.8,103.0,149.4,241.1,18.9,63.2,61,2.54,11892,0.73,1745,4.19,0.0305
OLV_42_0315,Córdoba,Tradicional,Secano,17.34,Picual,Floracion,Franco,Moderado,3.7,2035.2,326.0,81.9,234.3,19.1,31.2,97,2.52,5934,0.86,1191,0.82,0.0
OLV_42_0316,Granada,Tradicional,Secano,30.13,Picual,Reposo,Limoso,Moderado,60.0,225.3,666.0,236.4,367.6,17.5,54.8,45,1.64,5303,0.8,1224,3.82,0.0141
OLV_42_0317,Sevilla,Tradicional,Secano,13.59,Hojiblanca,Floracion,Arcilloso,Moderado,4.2,694.3,157.0,180.2,380.0,21.8,67.1,49,1.66,5324,0.78,1165,4.18,0.3388
OLV_42_0318,Granada,Tradicional,Secano,49.46,Picual,Floracion,Arenoso,Bueno,12.6,1876.7,672.0,83.6,290.7,14.7,27.1,30,2.68,5015,0.79,1356,1.14,0.0
OLV_42_0319,Córdoba,Intensivo,Secano,22.83,Picual,Floracion,Arcilloso,Moderado,3.0,510.6,457.0,189.0,380.0,13.8,74.5,39,1.96,6672,0.81,1523,5.07,0.55
OLV_42_0320,Córdoba,Intensivo,Secano,26.29,Picual,Cuajado,Arcilloso,Moderado,2.6,488.9,304.0,279.1,380.0,16.9,82.0,95,2.68,6727,0.78,1255,4.2,0.2178
OLV_42_0321,Córdoba,Tradicional,Secano,3.86,Picual,Brotacion,Limoso,Bueno,1.2,1287.8,383.0,193.6,380.0,11.1,78.4,112,2.47,5713,0.8,942,4.09,0.058
OLV_42_0322,Sevilla,Tradicional,Secano,2.07,Manzanilla,Cuajado,Arenoso,Malo,2.6,1267.2,149.0,10.2,15.7,18.9,29.3,47,1.39,5632,0.83,1243,0.0,0.0
OLV_42_0323,Córdoba,Tradicional,Secano,8.96,Hojiblanca,Cuajado,Limoso,Moderado,1.9,391.5,404.0,33.2,97.3,12.9,54.8,80,1.94,4647,0.76,1147,0.41,0.0
OLV_42_0324,Sevilla,Tradicional,Secano,44.76,Manzanilla,Floracion,Arenoso,Malo,2.1,1619.6,155.0,159.3,179.9,21.5,29.5,128,2.84,5028,0.74,1209,3.09,0.0
OLV_42_0325,Jaén,Tradicional,Riego,16.33,Picual,Brotacion,Arcilloso,Malo,4.2,177.2,521.0,260.5,380.0,15.2,64.0,81,3.0,9852,0.81,1413,4.47,0.1117
OLV_42_0326,Sevilla,Intensivo,Riego,6.97,Manzanilla,Engorde,Franco-arcilloso,Bueno,5.6,1453.4,95.0,105.6,112.2,21.7,33.8,91,1.6,11188,0.76,1674,0.27,0.0
OLV_42_0327,Jaén,Tradicional,Secano,27.43,Picual,Brotacion,Franco-arcilloso,Moderado,8.0,663.7,383.0,101.1,368.6,15.5,78.9,139,1.85,5033,0.78,1251,3.29,0.0
OLV_42_0328,Sevilla,Tradicional,Secano,47.87,Manzanilla,Reposo,Franco-arcilloso,Moderado,7.0,2189.2,59.0,67.5,189.5,17.4,45.0,78,0.97,4934,0.76,1044,1.07,0.0
OLV_42_0329,Jaén,Tradicional,Secano,10.27,Picual,Engorde,Franco-arcilloso,Moderado,4.4,771.1,455.0,27.9,32.9,20.5,40.2,65,2.52,4922,0.77,1074,0.16,0.0
OLV_42_0330,Córdoba,Tradicional,Secano,47.7,Picual,Reposo,Limoso,Malo,7.2,1006.1,292.0,305.9,380.0,19.3,79.3,93,2.63,4963,0.86,1417,2.57,0.088
OLV_42_0331,Málaga,Superintensivo,Secano,21.34,Arbequina,Engorde,Franco,Malo,2.0,269.4,405.0,111.2,250.5,18.6,82.0,45,1.27,8363,0.88,1681,5.2,0.1872
OLV_42_0332,Sevilla,Intensivo,Secano,4.5,Picual,Engorde,Franco-arcilloso,Moderado,6.9,1740.9,128.0,10.6,23.1,11.4,21.4,113,2.49,6298,0.76,1542,0.0,0.0
OLV_42_0333,Granada,Tradicional,Secano,33.82,Hojiblanca,Brotacion,Arcilloso,Moderado,6.3,487.2,666.0,136.9,252.8,17.7,80.2,69,2.64,4673,0.86,1177,5.17,0.086
OLV_42_0334,Jaén,Tradicional,Secano,27.15,Picual,Cuajado,Franco,Moderado,7.6,1518.8,471.0,48.6,102.2,21.1,31.6,139,1.35,4979,0.76,1357,0.34,0.0
OLV_42_0335,Cadiz,Intensivo,Riego,36.96,Arbequina,Brotacion,Arcilloso,Bueno,6.2,1738.8,158.0,64.1,123.2,10.9,20.8,108,1.23,11675,0.86,1735,0.74,0.0
OLV_42_0336,Córdoba,Tradicional,Riego,28.4,Picual,Cuajado,Arenoso,Bueno,3.3,1303.2,353.0,107.0,314.9,17.2,18.5,136,1.1,9260,0.86,1388,1.12,0.0
OLV_42_0337,Málaga,Tradicional,Secano,14.8,Hojiblanca,Engorde,Arenoso,Moderado,5.7,903.3,110.0,137.2,380.0,14.0,20.3,32,0.84,5193,0.82,1089,2.87,0.0165
OLV_42_0338,Málaga,Tradicional,Secano,40.73,Arbequina,Cuajado,Limoso,Bueno,2.8,1977.0,165.0,51.8,173.3,12.9,40.7,48,2.9,5131,0.86,1079,0.04,0.0
OLV_42_0339,Sevilla,Superintensivo,Secano,33.19,Manzanilla,Engorde,Franco,Bueno,6.2,2354.0,115.0,5.0,23.9,12.3,37.8,77,1.6,8041,0.74,1686,0.41,0.0
OLV_42_0340,Sevilla,Tradicional,Riego,41.45,Picual,Floracion,Arenoso,Bueno,15.0,1387.2,157.0,70.5,93.9,13.8,27.1,63,1.6,8916,0.81,1650,0.29,0.0
OLV_42_0341,Granada,Tradicional,Secano,20.43,Picual,Floracion,Arcilloso,Malo,7.2,1077.9,777.0,43.8,114.1,13.9,49.6,119,2.73,5235,0.81,1232,0.98,0.0
OLV_42_0342,Cadiz,Intensivo,Riego,7.71,Manzanilla,Brotacion,Arenoso,Moderado,2.9,1921.9,65.0,117.9,374.5,12.7,41.9,85,1.57,10533,0.73,1656,2.9,0.0
OLV_42_0343,Jaén,Tradicional,Secano,20.05,Picual,Floracion,Franco,Moderado,17.9,1298.3,593.0,65.9,236.0,20.0,23.5,81,2.9,5094,0.82,1322,1.15,0.0
OLV_42_0344,Málaga,Tradicional,Secano,41.09,Arbequina,Floracion,Franco,Bueno,10.8,2175.9,302.0,83.1,176.2,14.6,18.0,110,2.91,5390,0.87,1124,0.68,0.0
OLV_42_0345,Cadiz,Tradicional,Secano,19.45,Manzanilla,Reposo,Arcilloso,Bueno,2.8,22.5,208.0,22.6,98.4,18.2,46.1,112,1.19,5136,0.8,1392,0.78,0.0
OLV_42_0346,Jaén,Tradicional,Secano,33.73,Picual,Engorde,Franco-arcilloso,Moderado,4.8,926.1,509.0,222.6,380.0,13.8,59.5,130,0.84,5247,0.85,1166,3.61,0.1176
OLV_42_0347,Málaga,Tradicional,Riego,40.45,Arbequina,Engorde,Limoso,Malo,6.1,1323.6,441.0,70.8,121.6,14.7,70.3,43,1.06,7863,0.87,1394,2.18,0.0
OLV_42_0348,Jaén,Intensivo,Secano,11.99,Picual,Reposo,Arenoso,Moderado,2.7,1933.3,550.0,92.7,255.9,13.3,31.3,32,2.21,6709,0.83,1520,2.74,0.0
OLV_42_0349,Córdoba,Tradicional,Secano,42.07,Picual,Cuajado,Franco,Moderado,14.9,1838.8,235.0,75.4,127.1,17.3,41.5,68,0.85,4538,0.86,1393,0.51,0.0
OLV_42_0350,Jaén,Tradicional,Riego,46.28,Hojiblanca,Cuajado,Franco-arcilloso,Malo,3.6,1165.2,627.0,40.0,89.7,13.0,58.9,30,1.2,9291,0.82,1627,1.4,0.0
OLV_42_0351,Jaén,Tradicional,Secano,35.86,Picual,Reposo,Franco-arcilloso,Moderado,4.8,1935.0,632.0,36.7,52.7,18.8,25.2,146,0.97,5288,0.84,1176,0.0,0.0
OLV_42_0352,Jaén,Tradicional,Secano,25.47,Arbequina,Floracion,Franco-arcilloso,Moderado,5.3,2269.3,545.0,182.9,380.0,8.0,54.7,113,1.3,5048,0.88,1220,3.9,0.1266
OLV_42_0353,Granada,Tradicional,Secano,9.86,Arbequina,Floracion,Franco,Moderado,5.9,1681.7,680.0,100.7,362.6,22.3,35.5,134,1.1,5265,0.88,1174,2.44,0.0
OLV_42_0354,Cadiz,Intensivo,Riego,13.44,Arbequina,Reposo,Arcilloso,Bueno,4.5,1210.5,43.0,,85.6,19.4,55.9,79,2.67,11049,0.88,1646,0.64,0.0
OLV_42_0355,Jaén,Tradicional,Riego,25.39,Picual,Engorde,Limoso,Malo,9.1,2019.0,405.0,57.7,199.1,18.8,42.6,145,1.7,8928,0.83,1455,2.12,0.0
OLV_42_0356,Sevilla,Intensivo,Riego,28.86,Manzanilla,Brotacion,Arcilloso,Malo,3.4,397.1,175.0,284.3,380.0,16.7,60.6,101,2.3,10412,0.76,1652,4.5,0.1723
OLV_42_0357,Jaén,Intensivo,Riego,17.76,Picual,Brotacion,Franco-arcilloso,Malo,2.0,381.4,513.0,222.4,380.0,20.5,68.7,103,2.13,10927,0.84,1445,4.71,0.104
OLV_42_0358,Jaén,Tradicional,Secano,32.02,Picual,Engorde,Limoso,Moderado,7.2,1341.8,501.0,22.6,70.4,14.3,29.9,58,2.72,4587,0.86,1035,0.0,0.0
OLV_42_0359,Córdoba,Intensivo,Secano,22.98,Hojiblanca,Reposo,Limoso,Moderado,13.1,310.3,350.0,59.1,172.7,22.9,54.6,63,2.59,5819,0.78,1658,1.0,0.0
OLV_42_0360,Jaén,Tradicional,Riego,30.03,Arbequina,Floracion,Limoso,Malo,15.2,1089.1,379.0,106.5,223.4,19.1,64.6,41,2.23,7394,0.89,1498,4.11,0.1115
OLV_42_0361,Córdoba,Tradicional,Secano,36.58,Hojiblanca,Floracion,Arcilloso,Malo,12.6,607.4,287.0,319.5,380.0,18.8,82.0,81,2.83,5261,0.75,1471,4.45,0.3636
OLV_42_0362,Sevilla,Intensivo,Secano,5.16,Manzanilla,Floracion,Arenoso,Moderado,3.1,1283.1,253.0,21.0,65.0,23.7,33.1,147,1.1,6160,0.7,1469,0.19,0.0
OLV_42_0363,Granada,Tradicional,Secano,18.99,Picual,Engorde,Arenoso,Bueno,2.0,1933.1,462.0,162.6,283.7,13.5,23.6,81,1.07,5091,0.82,983,2.27,0.0
OLV_42_0364,Sevilla,Tradicional,Secano,46.45,Hojiblanca,Brotacion,Franco-arcilloso,Bueno,1.3,512.0,200.0,3.8,10.4,13.7,19.4,77,1.33,5198,0.78,991,0.0,0.0
OLV_42_0365,Málaga,Tradicional,Riego,2.51,Arbequina,Engorde,Franco,Bueno,8.7,1006.9,335.0,100.5,337.7,18.8,19.6,148,1.46,8866,0.87,1524,0.9,0.0
OLV_42_0366,Granada,Tradicional,Secano,43.19,Picual,Cuajado,Arcilloso,Bueno,6.8,366.9,803.0,65.6,92.6,20.4,81.7,106,0.84,5061,0.86,1236,0.89,0.0
OLV_42_0367,Jaén,Tradicional,Riego,18.04,Picual,Floracion,Franco,Moderado,6.5,2294.5,291.0,225.8,373.9,18.7,62.5,71,2.89,7869,0.8,1368,5.5,0.1901
OLV_42_0368,Granada,Tradicional,Riego,19.48,Hojiblanca,Brotacion,Limoso,Moderado,12.7,741.5,733.0,76.6,98.3,16.8,46.6,143,2.3,8785,0.81,1655,0.44,0.0
OLV_42_0369,Jaén,Tradicional,Secano,9.75,Picual,Brotacion,Limoso,Moderado,7.1,1359.2,450.0,83.6,227.4,19.1,50.3,43,1.81,5123,0.85,1197,2.05,0.0
OLV_42_0370,Cadiz,Tradicional,Riego,28.21,Hojiblanca,Brotacion,Arcilloso,Moderado,2.1,794.7,0.0,34.2,108.1,18.9,40.7,46,1.91,10215,0.82,1142,1.45,0.0
OLV_42_0371,Córdoba,Intensivo,Riego,7.89,Picual,Engorde,Franco-arcilloso,Bueno,2.3,1385.4,257.0,223.5,380.0,18.5,65.0,36,2.35,10204,0.86,1400,5.5,0.1272
OLV_42_0372,Córdoba,Tradicional,Riego,40.32,Cornicabra,Brotacion,Limoso,Moderado,9.2,1717.2,252.0,101.9,380.0,14.1,52.3,52,1.53,8899,0.86,1341,4.12,0.0234
OLV_42_0373,Córdoba,Intensivo,Secano,19.82,Picual,Floracion,Limoso,Moderado,5.4,738.8,391.0,30.9,104.0,16.2,45.0,53,1.19,7064,0.86,1300,0.33,0.0
OLV_42_0374,Sevilla,Tradicional,Secano,14.45,Manzanilla,Engorde,Limoso,Malo,5.6,284.4,133.0,202.5,380.0,17.4,74.2,58,1.64,5129,0.78,1225,4.03,0.19
OLV_42_0375,Córdoba,Intensivo,Secano,35.29,Picual,Engorde,Limoso,Moderado,0.5,574.1,218.0,33.3,60.2,17.3,46.7,133,0.94,7099,0.83,1477,0.14,0.0
OLV_42_0376,Jaén,Tradicional,Secano,10.49,Picual,Engorde,Limoso,Malo,4.1,507.2,399.0,21.3,31.2,12.7,47.1,98,2.52,5589,0.83,1045,0.0,0.0
OLV_42_0377,Jaén,Intensivo,Secano,38.23,Picual,Cuajado,Limoso,Moderado,17.4,293.5,360.0,211.8,380.0,14.5,77.9,79,1.85,6543,0.85,1747,4.4,0.2932
OLV_42_0378,Córdoba,Intensivo,Secano,43.89,Picual,Floracion,Arcilloso,Moderado,11.2,1236.2,334.0,46.7,158.6,14.9,35.2,141,1.94,6064,0.83,1563,0.57,0.0
OLV_42_0379,Sevilla,Intensivo,Riego,32.92,Arbequina,Engorde,Franco-arcilloso,Moderado,6.3,81.0,80.0,311.5,380.0,14.2,58.9,133,2.32,10838,0.87,1763,2.92,0.1
OLV_42_0380,Málaga,Intensivo,Secano,20.23,Manzanilla,Floracion,Arenoso,Malo,1.5,388.9,311.0,52.5,57.5,17.1,42.3,148,1.37,6788,0.76,1424,0.09,0.0
OLV_42_0381,Córdoba,Intensivo,Secano,14.89,Picual,Brotacion,Arcilloso,Moderado,4.0,1202.6,329.0,46.9,93.3,21.9,60.2,126,2.36,6671,0.85,1348,0.93,0.0
OLV_42_0382,Granada,Intensivo,Riego,46.28,Hojiblanca,Floracion,Arcilloso,Bueno,2.0,1233.1,643.0,59.4,223.1,23.9,52.7,112,2.55,11850,0.82,1661,1.2,0.0
OLV_42_0383,Jaén,Tradicional,Riego,38.42,Picual,Cuajado,Franco-arcilloso,Malo,5.0,1327.5,565.0,46.6,131.6,13.8,46.6,144,2.95,9384,0.81,1235,0.04,0.0
OLV_42_0384,Granada,Superintensivo,Secano,42.81,Arbequina,Reposo,Franco-arcilloso,Moderado,2.1,2100.0,695.0,25.1,72.7,17.2,36.3,34,2.0,8090,0.87,1858,0.43,0.0
OLV_42_0385,Jaén,Intensivo,Riego,23.5,Picual,Floracion,Franco-arcilloso,Bueno,4.6,104.9,617.0,31.5,70.9,17.7,42.0,103,2.47,11640,0.87,1554,0.0,0.0
OLV_42_0386,Jaén,Tradicional,Secano,26.19,Picual,Floracion,Limoso,Malo,11.6,458.9,441.0,186.8,332.6,17.3,68.0,34,1.89,5161,0.78,1420,3.19,0.3469
OLV_42_0387,Jaén,Intensivo,Secano,35.93,Picual,Reposo,Limoso,Moderado,2.0,456.3,595.0,31.6,116.3,11.6,56.3,95,2.09,7010,0.81,1594,1.34,0.0
OLV_42_0388,Córdoba,Tradicional,Secano,24.09,Picual,Reposo,Arcilloso,Bueno,1.7,565.0,295.0,36.5,109.3,25.6,29.3,149,2.7,5650,0.84,1028,0.92,0.0
OLV_42_0389,Jaén,Tradicional,Riego,46.94,Picual,Engorde,Franco-arcilloso,Bueno,3.4,721.3,512.0,59.1,212.8,24.2,49.3,63,2.92,8217,0.78,1400,1.41,0.0
OLV_42_0390,Sevilla,Tradicional,Secano,18.93,Picual,Floracion,Limoso,Moderado,9.6,995.3,146.0,48.0,131.5,15.6,27.6,75,2.07,5289,0.79,1477,0.0,0.0
OLV_42_0391,Granada,Tradicional,Secano,22.66,Hojiblanca,Engorde,Arenoso,Moderado,3.7,573.6,683.0,92.2,203.2,16.4,33.2,132,0.81,5598,0.77,962,0.93,0.0
OLV_42_0392,Cadiz,Tradicional,Riego,33.14,Manzanilla,Engorde,Franco-arcilloso,Malo,5.8,535.0,39.0,236.6,380.0,17.2,75.1,41,2.44,8643,0.78,1393,5.38,0.2652
OLV_42_0393,Jaén,Tradicional,Riego,46.31,Picual,Brotacion,Franco,Malo,10.9,224.3,515.0,12.7,40.4,22.9,44.4,123,1.6,8988,0.8,1518,0.02,0.0
OLV_42_0394,Málaga,Tradicional,Riego,21.19,Hojiblanca,Floracion,Limoso,Moderado,4.8,467.2,391.0,35.0,115.1,21.9,49.1,128,1.09,7390,0.78,1293,1.22,0.0
OLV_42_0395,Jaén,Tradicional,Riego,9.86,Picual,Floracion,Franco,Moderado,6.9,1343.7,573.0,12.1,49.7,18.3,23.7,98,2.63,9606,0.82,1330,0.04,0.0
OLV_42_0396,Cadiz,Tradicional,Secano,14.22,Hojiblanca,Cuajado,Arcilloso,Malo,3.6,2289.8,20.0,285.1,380.0,17.2,68.5,38,2.01,5796,0.82,1174,4.97,0.3729
OLV_42_0397,Jaén,Intensivo,Riego,27.27,Picual,Reposo,Limoso,Moderado,5.9,170.0,477.0,33.9,73.6,18.0,64.1,104,2.8,12000,0.82,1342,0.81,0.0
OLV_42_0398,Córdoba,Superintensivo,Riego,47.0,Picual,Cuajado,Arenoso,Malo,2.3,486.5,120.0,40.0,130.7,16.1,32.5,44,2.03,12000,0.81,1926,1.02,0.0
OLV_42_0399,Jaén,Intensivo,Secano,26.79,Picual,Floracion,Limoso,Malo,1.9,1614.5,451.0,21.4,79.5,19.4,31.4,93,0.98,6244,0.86,1284,0.68,0.0
OLV_42_0400,Cadiz,Tradicional,Riego,36.06,Manzanilla,Reposo,Arenoso,Moderado,0.1,2062.9,324.0,,181.0,13.1,34.9,59,1.61,8399,0.75,1095,2.8,0.0
OLV_42_0401,Jaén,Tradicional,Riego,32.72,Picual,Floracion,Arenoso,Malo,4.0,1949.0,443.0,65.6,234.1,12.7,25.8,123,2.73,8935,0.82,1317,1.08,0.0
OLV_42_0402,Granada,Tradicional,Secano,17.52,Picual,Floracion,Arcilloso,Malo,5.0,1443.0,812.0,46.5,68.4,22.1,50.0,67,2.62,5502,0.82,1303,0.72,0.0
OLV_42_0403,Córdoba,Tradicional,Secano,9.69,Arbequina,Brotacion,Limoso,Moderado,3.5,1364.5,320.0,8.7,28.4,10.7,32.8,30,2.94,4864,0.85,1060,0.18,0.0
OLV_42_0404,Jaén,Tradicional,Secano,27.87,Picual,Cuajado,Franco-arcilloso,Moderado,4.9,311.7,533.0,244.9,380.0,14.3,73.3,99,0.94,5079,0.85,1176,3.53,0.2317
OLV_42_0405,Córdoba,Tradicional,Secano,28.05,Picual,Brotacion,Arcilloso,Malo,3.8,414.7,330.0,214.3,277.2,21.5,81.7,109,2.62,5275,0.79,1264,3.88,0.1224
OLV_42_0406,Granada,Intensivo,Secano,2.7,Picual,Cuajado,Limoso,Moderado,6.1,575.2,595.0,67.6,165.4,28.0,50.8,84,2.21,6725,0.81,1587,2.45,0.0
OLV_42_0407,Málaga,Tradicional,Riego,33.89,Manzanilla,Cuajado,Arenoso,Malo,7.9,1739.8,330.0,127.5,262.3,15.3,26.7,142,2.0,9075,0.81,1516,2.7,0.0
OLV_42_0408,Jaén,Tradicional,Secano,17.63,Picual,Cuajado,Arcilloso,Moderado,13.8,246.2,609.0,59.3,124.9,17.6,54.5,94,2.54,5042,0.86,1505,1.77,0.0
OLV_42_0409,Cadiz,Intensivo,Secano,22.12,Manzanilla,Cuajado,Franco,Bueno,3.6,1507.5,74.0,29.2,72.9,24.6,37.5,99,2.11,6325,0.76,1331,0.81,0.0
OLV_42_0410,Granada,Tradicional,Riego,10.44,Picual,Cuajado,Limoso,Bueno,6.4,325.5,649.0,34.9,131.1,16.8,30.1,77,2.66,8829,0.76,1408,1.09,0.0
OLV_42_0411,Málaga,Intensivo,Riego,12.4,Hojiblanca,Floracion,Franco,Bueno,0.9,1525.4,225.0,83.4,190.6,14.4,35.4,144,2.28,12000,0.84,1639,0.21,0.0
OLV_42_0412,Cadiz,Intensivo,Riego,5.44,Manzanilla,Reposo,Arenoso,Moderado,4.5,2249.7,19.0,,145.6,17.2,30.0,101,2.85,10792,0.73,1910,0.43,0.0
OLV_42_0413,Jaén,Tradicional,Secano,38.68,Picual,Cuajado,Franco,Malo,6.4,122.1,548.0,48.9,60.3,20.8,39.9,82,2.18,5093,0.84,1156,0.6,0.0
OLV_42_0414,Córdoba,Tradicional,Secano,5.65,Picual,Brotacion,Arcilloso,Moderado,8.4,834.5,177.0,50.6,138.9,20.4,41.3,64,1.31,5022,0.82,1149,1.48,0.0
OLV_42_0415,Málaga,Tradicional,Riego,19.02,Hojiblanca,Cuajado,Arcilloso,Bueno,6.9,1281.8,294.0,90.4,111.9,17.9,50.9,73,2.0,9044,0.79,1447,1.29,0.0
OLV_42_0416,Granada,Superintensivo,Secano,27.19,Arbequina,Cuajado,Franco-arcilloso,Moderado,3.8,31.9,607.0,255.6,380.0,19.8,58.7,91,1.25,8121,0.82,1523,3.45,0.29
OLV_42_0417,Jaén,Intensivo,Secano,27.62,Picual,Brotacion,Franco-arcilloso,Bueno,2.3,1403.7,632.0,24.4,68.8,12.0,28.2,82,2.87,6825,0.86,1376,0.0,0.0
OLV_42_0418,Sevilla,Intensivo,Riego,12.24,Hojiblanca,Brotacion,Arcilloso,Malo,0.1,1824.8,244.0,21.7,77.2,10.4,28.6,68,2.76,11261,0.8,1643,0.0,0.0
OLV_42_0419,Córdoba,Superintensivo,Secano,36.6,Hojiblanca,Brotacion,Arcilloso,Moderado,1.2,605.1,127.0,187.2,380.0,13.5,76.3,30,3.0,8369,0.83,1545,4.38,0.1742
OLV_42_0420,Granada,Tradicional,Secano,24.31,Hojiblanca,Reposo,Franco,Bueno,9.3,163.5,565.0,43.9,143.4,15.4,36.4,73,2.0,5320,0.75,1233,0.21,0.0
OLV_42_0421,Jaén,Tradicional,Riego,47.44,Picual,Reposo,Franco,Bueno,5.7,1368.6,514.0,84.6,325.8,14.6,23.6,32,2.53,9915,0.87,1243,0.59,0.0
OLV_42_0422,Jaén,Tradicional,Secano,23.51,Picual,Reposo,Arenoso,Bueno,3.3,1074.7,514.0,61.6,173.0,15.8,36.9,76,1.76,5603,0.78,1109,0.0,0.0
OLV_42_0423,Sevilla,Intensivo,Riego,14.03,Manzanilla,Engorde,Franco,Moderado,6.2,2289.7,245.0,100.6,113.0,14.2,36.7,63,2.54,11616,0.75,1607,0.9,0.0
OLV_42_0424,Granada,Intensivo,Secano,38.76,Picual,Cuajado,Arcilloso,Moderado,3.6,1504.2,620.0,42.3,59.1,12.1,57.7,40,2.56,6657,0.82,1557,1.52,0.0
OLV_42_0425,Jaén,Tradicional,Secano,26.95,Picual,Reposo,Franco-arcilloso,Moderado,6.3,508.7,711.0,302.7,380.0,16.6,69.1,116,2.78,5632,0.84,1235,4.14,0.0348
OLV_42_0426,Cadiz,Intensivo,Secano,14.62,Hojiblanca,Brotacion,Franco-arcilloso,Moderado,8.1,2088.3,191.0,56.8,200.7,12.1,20.9,136,0.95,6450,0.81,1643,0.97,0.0
OLV_42_0427,Málaga,Intensivo,Riego,38.73,Picual,Brotacion,Arcilloso,Malo,2.6,464.9,519.0,153.7,380.0,18.5,79.4,144,2.17,10757,0.86,1462,5.5,0.0789
OLV_42_0428,Jaén,Tradicional,Secano,22.33,Picual,Brotacion,Franco-arcilloso,Malo,7.0,1979.8,688.0,16.3,55.5,23.2,45.3,63,1.37,5102,0.82,1263,0.53,0.0
OLV_42_0429,Málaga,Intensivo,Riego,14.42,Arbequina,Reposo,Arcilloso,Malo,2.5,556.0,207.0,103.5,357.7,17.9,73.2,35,2.77,11428,0.9,1860,5.12,0.0
OLV_42_0430,Málaga,Tradicional,Riego,48.51,Hojiblanca,Reposo,Franco,Moderado,7.0,1813.3,229.0,86.8,287.1,20.1,38.9,126,1.88,9261,0.8,1524,1.51,0.0
OLV_42_0431,Córdoba,Tradicional,Secano,36.69,Hojiblanca,Cuajado,Arenoso,Malo,5.6,140.7,525.0,43.9,127.5,23.0,48.8,138,1.02,5106,0.8,980,0.25,0.0
OLV_42_0432,Granada,Tradicional,Secano,48.85,Picual,Cuajado,Limoso,Bueno,4.0,1785.6,714.0,53.0,159.8,13.5,27.3,44,2.87,5571,0.82,1055,0.3,0.0
OLV_42_0433,Córdoba,Tradicional,Secano,12.74,Hojiblanca,Brotacion,Franco,Malo,7.4,1308.6,407.0,312.8,366.3,18.7,71.1,71,1.18,5109,0.84,1020,3.76,0.1147
OLV_42_0434,Córdoba,Intensivo,Secano,33.03,Picual,Floracion,Franco,Moderado,6.0,389.5,399.0,52.7,175.7,12.0,32.7,60,0.96,6625,0.82,1522,1.08,0.0
OLV_42_0435,Málaga,Tradicional,Secano,34.79,Hojiblanca,Floracion,Franco-arcilloso,Malo,4.3,593.5,131.0,228.5,294.2,21.7,82.0,140,0.81,5166,0.79,1003,4.51,0.3197
OLV_42_0436,Cadiz,Tradicional,Secano,28.17,Manzanilla,Brotacion,Arenoso,Moderado,1.8,1887.5,129.0,79.6,255.1,18.2,32.7,56,2.94,5310,0.77,916,0.67,0.0
OLV_42_0437,Málaga,Intensivo,Riego,44.6,Cornicabra,Engorde,Limoso,Bueno,3.7,1682.6,356.0,4.7,9.7,15.3,22.1,134,2.45,11601,0.88,1552,0.0,0.0
OLV_42_0438,Córdoba,Tradicional,Riego,35.21,Picual,Brotacion,Franco-arcilloso,Moderado,10.5,485.0,253.0,123.2,266.9,8.8,74.2,90,2.95,10358,0.77,1754,3.53,0.0178
OLV_42_0439,Sevilla,Tradicional,Secano,12.05,Hojiblanca,Brotacion,Franco,Bueno,2.1,1605.1,284.0,103.9,289.6,19.6,30.1,80,0.96,5028,0.82,1094,1.4,0.0
OLV_42_0440,Córdoba,Tradicional,Secano,40.91,Picual,Floracion,Franco,Bueno,5.4,858.0,328.0,117.6,380.0,17.1,37.8,42,2.97,5457,0.79,1281,2.34,0.0
